frame,track,x,y,width,height,angle,n
2,1,949.108094768016,608.154244817374,96.5348990565835,108.325126872928,95.6787676777527,8104
2,2,954.758896441423,517.119152339064,90.1825342056257,106.632642810389,87.3009613093963,7503
2,3,944.391717365781,412.136940975558,104.647052956191,117.579076567296,96.9152969605813,9369
3,1,949.110905502097,608.191956575376,96.4378880380025,108.459743042549,95.7355906535915,8106
3,2,954.871613505939,517.161217135994,90.3187483978648,106.220116648121,86.9142285500603,7493
3,3,944.387807486631,412.139144385027,104.747009954794,117.563533419871,97.3879742621514,9350
4,1,949.088264299803,608.172090729783,96.3715880670661,108.616335162474,95.8547804415358,8112
4,2,954.857771847899,517.165176784523,90.3102009137688,106.261543157417,86.8650426827503,7495
4,3,944.33808248527,412.112051419389,104.742095858426,117.357861407592,97.1862900469219,9335
5,1,949.091021213616,608.192032560434,96.3561426187921,108.582864166835,96.1692338173474,8108
5,2,954.938718291055,517.246328437917,90.2648765145997,106.21059157298,87.4303344276667,7490
5,3,944.388805650685,412.115582191781,104.523408828935,117.514092220097,97.5600440349564,9344
6,1,949.109315237508,608.179148673658,96.3620966681447,108.540390305155,96.1419273085731,8105
6,2,954.878735325507,517.226787620064,90.2276534411782,106.398045819427,87.4850519877994,7496
6,3,944.425759520753,412.155113393239,104.570415540911,117.598107949222,97.3192757996529,9348
7,1,949.138028863945,608.163932404095,96.30833462314,108.622363160287,96.0391622734122,8107
7,2,954.935565635005,517.193303094984,90.3267868625895,106.245088428806,87.2917464624866,7496
7,3,944.274564609761,412.305418189637,104.544236010019,117.236726087688,98.712049096584,9302
8,1,949.170286278381,608.146594274432,96.3122498492089,108.580409915006,95.9865468137495,8104
8,2,954.94530416222,517.185165421558,90.3465326430752,106.220961453865,87.255537910872,7496
8,3,944.3118567753,412.448756432247,104.384150043063,117.100752014607,98.9293077786195,9328
9,1,949.17683378612,608.155346999259,96.2724802890012,108.544853092924,96.0104353293126,8098
9,2,955.039252336449,517.162750333778,90.4610564469615,105.962315769469,87.224197628722,7490
9,3,944.275678610206,412.843648208469,104.506474213346,117.340800947599,98.924003389629,9210
10,1,949.178447849728,608.088606030648,96.1718376325558,108.591091629507,96.1669782796363,8092
10,2,955.071542979178,517.127736252002,90.4193220182321,106.032306475357,86.9616965698023,7492
10,3,944.273796791444,416.210695187166,104.639976957237,120.263295397619,96.7722078522397,8415
11,1,949.226806670784,607.936504014824,96.2135669183201,108.621340608151,96.0207103933214,8095
11,2,955.091479700855,517.025240384615,90.4054098046651,106.008828096539,87.097510353159,7488
11,3,944.237471457757,418.662901093619,102.467892213442,118.704460473059,100.712249259047,8321
12,1,949.262722332016,607.903656126482,96.2093523808284,108.622854997729,95.962193208638,8096
12,2,955.152908067542,517.187215223801,89.8349549957445,106.261102631332,87.3627881554381,7462
12,3,944.476208506879,425.028524548782,96.0525022720041,110.510449187196,91.2769824768824,7923
13,1,949.762624354615,610.140032741468,96.1998232488359,106.065569159745,91.8344549689954,7941
13,2,955.450994218023,520.447750669863,85.6821670202255,105.785412668749,86.162824285351,7091
13,3,945.42328406096,432.756273633551,98.9445353553025,114.892572312435,93.3495643915163,8727
14,1,949.702479338843,617.170756516211,95.955252459125,105.140634924545,88.718763534387,7865
14,2,955.308114961961,526.971118624965,86.6466106173682,104.70049970716,84.8793304335683,7098
14,3,945.041457586619,439.1,96.9606470634617,114.783984004978,88.3927538391871,8370
15,1,949.476062467998,626.267921146954,96.0291311179699,104.211131969359,87.1838390779001,7812
15,2,955.138053853825,536.108562473287,86.0825231404609,104.244805326863,83.774852925702,7019
15,3,944.971290711701,448.7082026538,96.9943082151651,114.869179565172,87.3315041192104,8290
16,1,949.062970044614,635.801529636711,96.196863285382,104.506304591719,88.0137884086105,7845
16,2,954.898,545.847,85.84217159097,104.221917066987,84.2794137499833,7000
16,3,944.732827187274,458.5237406604,97.9001252741204,115.212351908732,88.8120312759447,8298
17,1,948.655273189327,644.338500635324,96.4042009896914,104.667090199076,91.0888996793629,7870
17,2,954.587363270006,554.839810017271,84.6813529783879,104.855232678061,85.0257386087357,6948
17,3,943.591844710787,469.422746221991,101.590582639835,120.000341224806,92.1789099309063,7676
18,1,948.172616810723,650.421270199173,96.7440983744031,106.329158839131,95.4480714411561,7983
18,2,954.092514124294,560.747881355932,85.4346150692928,105.931470961097,86.1436239498193,7080
18,3,943.989352588422,472.32749969404,106.167822657153,121.497748181639,91.2132234284844,8171
19,1,947.915125946147,654.019481325227,97.1514428464854,107.05400078355,96.11038833681,8059
19,2,953.564578180819,563.642758999725,87.49446129476,106.640177603977,87.1088180328702,7278
19,3,943.795314426634,472.345006165228,106.200596457894,122.535139767549,93.2946634099022,8110
20,1,947.769363804818,656.246571957999,96.9176932716158,107.87663843703,98.1995955086207,8095
20,2,952.996271141297,564.912105473432,90.0497805989055,107.358677420758,87.7270696019455,7509
20,3,942.417118512781,467.495352439969,102.672920428848,118.813023316255,94.9137998554397,7746
21,1,947.712035441792,657.608663549102,97.0695903447926,108.086043320952,98.0896790924542,8126
21,2,952.968414067684,566.022826808228,90.426160046223,107.29420361285,88.2542165688059,7535
21,3,943.024830977259,456.511616472034,102.512792893526,119.291682684614,95.9489493837423,8135
22,1,947.518095939149,658.440804809226,97.0953965516503,108.506137086896,98.1180253496725,8151
22,2,952.886040642848,566.848054190464,90.5348351486001,106.927466002578,87.7136675231315,7529
22,3,943.257924395398,449.371683493778,103.777893341673,118.440140341048,97.4994054448509,8518
23,1,947.679038224414,657.382244143033,96.8700129652098,108.111877503026,98.0049687048005,8110
23,2,953.375217449485,565.875685802221,90.620698583218,105.558410024419,87.3606322001908,7473
23,3,943.625943396226,441.904481132076,103.598770342438,118.481209062181,95.2440175186262,8480
24,1,948.060734287492,652.94922215308,96.4901335925369,107.337109861327,98.7390332870659,8035
24,2,954.08385601309,561.556994818653,90.1140511888037,103.989128712342,86.9669724289048,7334
24,3,944.525809273841,437.555227471566,105.851915556905,118.256546759856,91.9144861947052,9144
25,1,948.395744680851,645.839924906133,96.37433256827,106.646578667428,98.0090829213768,7990
25,2,954.25951794029,554.363599013969,89.8288919423161,103.898482947644,86.9581186348249,7302
25,3,944.389472482302,444.581868006394,101.664008907566,115.936058903772,89.021467664646,8758
26,1,948.754038822793,637.687288666249,96.7845073476556,105.81339370549,96.7574544687204,7985
26,2,954.485588194732,546.399117363122,88.6551435760793,104.496029965985,87.3413168306736,7251
26,3,944.093327056608,453.495586677651,102.020358640204,115.760430964904,90.1702177886381,8497
27,1,948.588415756535,631.12762302123,97.4722622393151,107.679487639817,97.9276106083694,8149
27,2,954.607753230513,540.779491454773,86.1530610637165,106.721116040233,87.1852005006236,7197
27,3,944.727471767688,452.314588614888,101.289632132084,116.971547523966,94.6598535296229,8678
28,1,948.487042219248,628.356004380095,97.5989623593878,108.487818793452,97.7187326756234,8219
28,2,954.556907758263,538.348084635597,85.7047488994292,107.829404585759,87.3959463605082,7231
28,3,945.270106053911,449.279275298277,102.225249561652,116.949155593854,95.2931383770164,9052
29,1,948.408051568961,626.835563123328,97.7629470174252,108.410017924045,98.3015181183359,8222
29,2,954.425409047161,536.501856180393,86.4422193364587,107.523103477541,88.1900003542905,7273
29,3,945.694146287485,446.551178488437,101.742914025579,116.715672550502,96.7300635895763,9037
30,1,948.381811487482,624.066642120766,97.2053607725059,108.196322919173,98.5554208159338,8148
30,2,954.585426101276,533.418141896528,87.6295320528907,106.264507965711,89.2009757929415,7287
30,3,944.705029347451,442.853608010128,100.816667198477,114.796269888008,96.9364922300261,8689
31,1,948.586889301175,619.115398886828,96.7274825299815,107.620403112252,99.2141055039495,8085
31,2,954.784632485758,528.62859524802,86.9899918948418,105.699150361494,89.2735238948152,7197
31,3,944.58046564452,438.035207268597,102.455060542046,116.276537469792,97.9562273741954,8805
32,1,948.799505562423,613.822249690977,96.7665945318608,107.698274279289,98.251503751113,8090
32,2,955.07395631739,523.505667680398,87.1316734619848,106.067901932288,89.5599112989248,7234
32,3,944.723684210526,433.515507518797,101.250727609472,114.741671463943,96.8627539072899,8512
33,1,949.075924322987,609.360207740819,96.6660505590037,107.877756344039,98.403340156747,8087
33,2,955.218887061404,518.671326754386,88.3445834679512,105.542751831867,89.5428266747174,7296
33,3,945.458139534884,426.797674418605,99.6806022067975,113.99369475386,95.0633187551646,8600
34,1,949.275695134062,605.131082423039,96.3219440936403,107.778572264091,97.1722233074618,8056
34,2,955.449433601747,514.361403029889,88.8921117492375,105.351042539914,88.5273109541653,7327
34,3,945.293331797766,420.567315443971,100.695459878207,113.838178428277,96.388835147735,8683
35,1,949.520591861899,601.627496917386,96.6707195981553,108.173959299219,96.599302561887,8110
35,2,955.45171039978,511.567248248386,87.1393744029465,106.792608594792,87.8968316517811,7279
35,3,944.676595243701,421.12785495644,101.33106981301,114.071601596704,94.5044685173282,8494
36,1,949.632240571851,601.667611535618,96.8816774018416,107.973465301659,95.2493256939413,8114
36,2,955.531039325843,512.406741573034,84.688070371469,107.494137750483,87.2159959678802,7120
36,3,945.230022573363,423.881489841987,103.170239203909,117.419134025515,97.6808601427491,8860
37,1,949.72195423624,604.480766852196,96.8211099592708,107.700185617352,95.3508435975601,8085
37,2,955.971582072671,515.416654884773,84.4168545925018,107.085595552244,86.4593633414143,7073
37,3,944.587616099071,429.009783281734,102.921308120507,120.645277877106,95.9399331604502,8075
38,1,949.831075201989,606.83343691734,96.842492741328,107.086922115798,94.7916394890143,8045
38,2,956.317602779386,518.62101910828,82.0279933060472,107.711634875768,86.1833399208293,6908
38,3,943.110275352586,436.054130288784,103.177047913484,121.993910904366,99.0859921197453,7445
39,1,950.134505883842,611.067822345945,96.4573245930298,105.227145618219,92.4538739944047,7903
39,2,956.424907885041,523.123949889462,81.0775782699238,107.095925594518,85.5042425749556,6785
39,3,942.016333938294,442.355577272093,102.710266509645,123.218184805108,101.195577948872,7163
40,1,950.026923567692,618.031517162179,96.4029771375119,104.411934465213,90.9792509906482,7837
40,2,956.197545645017,530.385662975157,80.147821883459,106.721150184449,85.5016743094435,6682
40,3,941.271580154861,450.371236019501,103.290671218951,124.491245524325,104.28120588973,6974
41,1,949.93790343403,626.828943971082,95.4332108528186,104.098685447489,88.3112135092308,7746
41,2,955.659772793475,538.030294203321,83.6826527470657,104.882631493584,85.1340836082325,6866
41,3,943.010994502749,451.008245877062,108.346178970578,122.754595377914,97.5186214722743,8004
42,1,949.541065911431,635.576467559217,95.3262400559992,104.63092204565,89.662234055971,7768
42,2,955.099679799527,544.429207851873,88.8997892578852,103.277347331805,85.0959353127765,7183
42,3,943.964593936712,446.778048240761,106.59764285195,118.161518519725,98.5221152950448,9038
43,1,949.038947771677,642.720469927212,95.7406901637304,105.382316496985,93.6326621887566,7831
43,2,954.655097318633,549.58241459099,90.6498130823817,103.774217871182,88.2452178891384,7347
43,3,943.712153772684,448.310052531041,106.378666364002,120.943683423498,95.1728142473069,8376
44,1,948.62552327794,648.492578967398,95.9254437004436,106.139765535756,96.3743029995606,7883
44,2,953.807594936709,552.349500333111,91.9807015865892,105.087603196365,89.6934410817271,7505
